Team,Pts,Opp. Pts,3PTM,Opp. 3PTM,OReb,Opp. OReb,DReb,Opp. DReb,Ast,Opp. Ast,Stl,Opp. Stl,Blk,Opp. Blk,TO,Opp. TO,Foul,Opp. Foul,Season,Season Type,Match Count
Denver Nuggets,110.91,105.43,6.64,8.74,13.91,12.98,33.14,30.42,25.51,24.63,9.71,8.37,6.79,7.05,15.35,15.84,21.43,22.58,2012-2013,REG,82
Detroit Pistons,104.12,108.34,6.87,8.07,13.27,12.18,32.97,33.61,23.32,24.56,7.68,9.24,5.36,6.31,15.98,14.36,21.73,21.79,2012-2013,REG,82
Golden State Warriors,106.66,105.59,8.46,8.44,11.38,11.65,36.01,33.33,23.72,24.8,7.29,8.6,4.45,5.12,15.56,13.62,22.54,20.17,2012-2013,REG,82
Houston Rockets,109.99,106.45,10.98,8.37,11.51,11.1,33.57,32.16,24.08,23.54,8.6,8.78,4.55,6.31,16.43,14.76,21.04,21.21,2012-2013,REG,82
Indiana Pacers,104.89,100.18,7.59,6,14.26,12.39,36.51,32.73,22.49,21.2,7.93,8.33,7.01,6.26,16.1,14.38,22.18,24.23,2012-2013,REG,81
Los Angeles Clippers,111.34,104.29,8.42,8.43,12.6,11.97,33.24,31.11,26.3,24.35,10.53,8.14,6.19,4.5,15.21,16.96,23.05,23.01,2012-2013,REG,82
Los Angeles Lakers,108.48,107.25,9.26,7.93,12.19,12.26,35.36,33.02,23.53,24.83,7.46,9.01,5.55,5.13,15.55,13.14,18.99,24.48,2012-2013,REG,82
Memphis Grizzlies,104.95,100.34,5.23,6.91,14.51,11.59,33.5,32.34,23.5,21.92,9.63,8.23,5.97,6.17,14.79,16.55,22.75,22.53,2012-2013,REG,82
Miami Heat,113.14,104.48,9.62,8.37,9.07,12.35,33.4,31.77,25.35,22.19,9.52,8.7,5.92,3.51,14.59,16.17,20.56,22.44,2012-2013,REG,82
Milwaukee Bucks,103.7,105.54,7.69,6.78,13.66,13.07,32.45,35.35,23.99,24.27,8.76,8.44,7.03,4.64,14.29,16.07,19.88,20.09,2012-2013,REG,82
Minnesota Timberwolves,103.1,105.51,5.91,7.55,12.78,11.42,32.48,33.88,24.11,24.03,9.19,8.67,5.08,6.31,15.22,16.5,19.82,24.22,2012-2013,REG,82
New Orleans Hornets,106.06,110.42,7.36,8.69,13.59,11.48,33.36,32.88,23.66,26.33,7.15,8.91,6.05,6.77,15.44,14.36,23,21.09,2012-2013,REG,82
New York Knicks,111.28,106.6,12.1,8.68,12.08,11.19,33.08,35.19,21.44,21.46,9.12,7.1,3.99,4.44,12.87,16.19,22.4,21.4,2012-2013,REG,82
Oklahoma City Thunder,112.1,102.37,7.73,7.89,11.04,12.77,35.24,30.4,22.67,21.74,8.78,8.71,8.07,4.17,15.53,15.07,21.39,21.96,2012-2013,REG,82
Orlando Magic,102,109.6,6.69,8.16,11.76,11.74,34.52,34.61,24.73,25.72,6.98,7.83,4.73,5.68,15.16,13.07,21.03,17.89,2012-2013,REG,82
Philadelphia 76ers,102.34,106,6.94,7.35,12,12.1,33.4,36.22,25.01,25.05,8.16,7.9,5.14,5.3,13.8,15.14,20.16,17.83,2012-2013,REG,82
Phoenix Suns,101.43,108.18,6.24,7.37,12.46,12.43,31.89,33.72,24.11,24.27,8.56,8.88,5.64,5.46,15.92,15.7,21.94,19.61,2012-2013,REG,82
Portland Trailblazers,105.87,109.57,8.91,6.92,11.57,11.96,32.76,34.22,23.62,25.8,7.12,9.17,4.67,4.77,15.43,13.79,20.1,20.4,2012-2013,REG,82
Sacramento Kings,106.33,111.66,7.89,8.1,12.2,12.61,30.85,33.7,22.1,26.66,8.68,8.08,4.42,6.7,14.9,15.03,22.21,21.2,2012-2013,REG,82
San Antonio Spurs,108.2,101.59,8.49,6.66,8.53,11.69,34.85,33.04,26.36,22.52,8.9,8.66,5.71,5.19,14.84,15.02,18.28,20.07,2012-2013,REG,82
Toronto Raptors,106.24,107.72,7.61,7.27,11.61,11.68,32.33,33.87,23.52,23.91,7.93,7.69,5.23,5.15,14.45,15,24.47,21.97,2012-2013,REG,82
Utah Jazz,107.03,106.91,6.75,7.44,13.17,11.97,32.72,32.51,24.75,22.45,9.19,8.51,6.86,6.38,15.5,15.39,23.3,22.19,2012-2013,REG,82
Washington Wizards,100.41,103.13,7.16,7.7,11.65,11.86,34.84,35.71,23.32,23.21,7.86,8.39,4.94,4.7,15.75,15,22.08,20.61,2012-2013,REG,82
Atlanta Hawks,97.46,103.47,6.73,6.93,9.09,14.05,32.73,39.96,20.91,21.53,8,7.48,4.18,5.29,13.09,16.42,26.36,26.1,2012-2013,POFF,6
Brooklyn Nets,108.24,106.4,6.69,4.99,12.75,11.7,33.13,33.85,21.62,23.4,6.84,6.55,6.07,6.24,12.13,13.42,21.62,23.71,2012-2013,POFF,7
Boston Celtics,92.86,99.43,7.71,9.07,5.83,11.91,38.16,36.11,18.99,17.01,6.2,11.72,3.38,4.92,18.42,13.8,21.24,24.2,2012-2013,POFF,6
Chicago Bulls,103.47,110.56,6.1,7.38,13.23,11.12,32.65,33.27,21.95,23.65,7.22,7.85,5.16,6.54,15.01,13.18,25.24,23.74,2012-2013,POFF,12
Denver Nuggets,105.82,110.48,7.19,10.14,12.16,10.31,27.57,34.19,21.75,24.57,9.25,6.7,2.91,6.87,14.73,18.39,23.8,24.23,2012-2013,POFF,6
Golden State Warriors,106.12,105.85,8.96,7.75,11.89,11.88,35.75,31.24,22.4,22.55,6.63,8.86,5.08,3.62,16.54,13.43,24.55,22.63,2012-2013,POFF,12
Houston Rockets,106.01,111.21,12.37,10.68,11.48,10.16,34.63,34.5,19.08,21.19,6.18,8.23,5.83,7.71,16.08,12.96,24.56,25.92,2012-2013,POFF,6
Indiana Pacers,104.62,104.31,7.14,8.03,14.52,11.32,37.49,30.26,19.92,19.35,6.18,8.45,5.1,5.33,17.7,12.46,25.56,28.22,2012-2013,POFF,19
Los Angeles Clippers,109.65,116.02,6.76,5.02,10.23,11.97,32.82,31.85,20.85,24.52,5.99,7.53,6.56,4.83,14.29,11.39,32.24,27.61,2012-2013,POFF,6
Los Angeles Lakers,93.94,113.97,5.51,6.58,9.37,9.59,34.71,36.71,20.39,26.03,6.34,11.23,5.79,5.48,17.91,10.69,19.28,19.73,2012-2013,POFF,4
Memphis Grizzlies,105.97,105.14,5.37,7.53,13.13,9.76,33.58,35.17,21.64,21.31,8.13,5.66,5.15,7.3,11.34,14.75,24.78,28.32,2012-2013,POFF,15
Miami Heat,110.65,103.11,8.77,7.66,11.05,13.1,32.34,32.77,23.43,20.07,9.46,7.81,6.19,3.91,14.31,16.96,25.26,23.88,2012-2013,POFF,23
Milwaukee Bucks,95.25,112.05,6.7,7.84,9.78,12.05,29.05,36.7,22.07,26.33,11.17,10.36,2.79,4.76,17.6,18.21,22.07,22.69,2012-2013,POFF,4
New York Knicks,102.21,98.85,9.23,8.15,12.31,10.16,33.27,38.35,17.4,19.27,10.19,5.85,4.9,4.79,12.6,18.41,27.4,21.76,2012-2013,POFF,12
Oklahoma City Thunder,105.25,104.5,9.23,9.2,10.5,11.25,35.37,35.32,19.34,19.08,6.41,7.24,7.48,5.28,13.9,13.6,26.63,23.78,2012-2013,POFF,11
San Antonio Spurs,108.55,101.29,8.5,7.8,10.51,12.66,35.55,34.68,23.65,21.45,8.5,7.91,5.46,5.12,13.34,14.37,20.66,22.95,2012-2013,POFF,21
Atlanta Hawks,106.38,106.71,9.87,8.39,9.16,11.31,32.95,34.47,26.22,24.38,8.74,8.62,4.19,4.54,15.27,15.3,20.26,21.07,2013-2014,REG,82
Brooklyn Nets,107.04,107.86,9.39,8.75,9.55,12.17,31.89,34.29,22.71,22.77,9.34,8.04,4.12,4.45,15.16,16.31,23.54,22.52,2013-2014,REG,82
Boston Celtics,102.96,108,7.5,7.05,12.79,11.39,32.68,33.95,22.52,23.71,7.62,7.97,4.48,4.88,15.42,14.7,22.74,20.46,2013-2014,REG,82
Charlotte Bobcats,104.49,104.56,6.79,8.74,10.21,10.31,35.84,36.33,23.39,22.57,6.57,6.75,5.54,5.45,12.55,13.75,19.64,22.54,2013-2014,REG,82
Chicago Bulls,103.3,101.03,6.83,7.22,12.6,11.76,36.09,33.66,25.02,21.53,7.99,8.34,5.7,6.58,15.44,15.1,21.05,23,2013-2014,REG,82
Cleveland Cavaliers,104.8,108.29,7.6,9.95,12.87,10.94,34.21,34.45,22.62,26.5,7.53,7.64,3.96,6,14.38,14.25,21.34,20.8,2013-2014,REG,82
Dallas Mavericks,110.99,108.47,9.31,8.76,10.84,12.18,32.46,33.17,24.98,23.35,9.09,8.2,4.6,3.72,13.97,16.26,21.12,21.09,2013-2014,REG,82
Denver Nuggets,106.35,108.6,8.72,7.52,12.54,11.56,33.76,33.13,22.84,22.91,7.64,8.63,5.7,5.71,15.66,14.2,23.48,22.11,2013-2014,REG,82
Detroit Pistons,106.53,110.42,6.52,8.78,15.38,11.74,32.46,33.59,22.04,25.73,8.83,8.62,5.08,5.18,14.7,15.23,21.42,21.85,2013-2014,REG,82
Golden State Warriors,107.68,102.82,9.75,7.17,11.29,11.07,35.51,33.68,24.08,21.22,8.09,8.18,5.13,4.31,15.43,14.94,22.47,19.97,2013-2014,REG,82
Houston Rockets,111.04,106.54,9.8,8.39,11.57,12.31,35.18,30.73,22.07,22.95,7.81,8.87,5.8,5.8,15.9,13.81,21.08,25.11,2013-2014,REG,82
Indiana Pacers,104.93,99.96,7.28,7.1,11.03,11.3,37.45,33.28,21.84,20.13,7.28,7.83,5.9,4.99,15.68,14.32,22.16,23.67,2013-2014,REG,82
Los Angeles Clippers,112.78,105.36,8.83,7.57,10.93,12.87,34,32.77,25.69,24.28,8.96,7.26,5.06,3.62,13.92,15.31,22.52,24.42,2013-2014,REG,82
Los Angeles Lakers,104.38,110.98,9.57,8.25,9.21,13.23,32.39,36.55,24.8,26.17,7.55,9.79,5.51,4.79,15,13.75,20.12,19.57,2013-2014,REG,82
Memphis Grizzlies,106.95,105.05,5.49,8.33,12.89,10.96,34.27,32.55,24.31,22.11,8.56,8.01,5.09,5.55,14.38,15.16,21.27,21.04,2013-2014,REG,82
Miami Heat,111.48,106.08,8.85,9.21,8.33,11.76,31.89,32.13,24.57,23.25,9.74,8.86,4.88,3.4,15.51,16.95,21.23,22.24,2013-2014,REG,82
Milwaukee Bucks,102.96,112.05,7.21,9.19,12.77,12.67,31.55,34.38,23.15,24.65,7.12,8.44,5.3,5.44,15.41,14.66,22.53,22.28,2013-2014,REG,82
Minnesota Timberwolves,109.27,106.36,7.48,8.25,12.77,11.28,32.95,33.8,24.46,23.33,8.95,8.01,3.69,5.69,13.77,16.3,18.74,24.09,2013-2014,REG,82
New Orleans Pelicans,107.64,110.34,6.4,8.57,12.28,11.57,32.72,33.34,22.97,24.24,8.52,7.58,6.88,6.62,14.02,15.04,24.44,21.86,2013-2014,REG,82
New York Knicks,108.42,109.35,10.18,9.57,11.67,11.31,32.69,34.89,22.01,21.71,8.46,6.88,4.92,3.72,13.64,15.23,24.34,21.62,2013-2014,REG,82
Oklahoma City Thunder,110.58,103.99,8.44,8.96,11.27,11.43,35.33,31.2,22.79,22.68,8.61,8.51,6.36,3.76,15.46,15.08,23.6,21.24,2013-2014,REG,82
Orlando Magic,102.2,107.97,7.27,8.51,10.25,11.09,34.27,35.46,22.29,23.87,8.14,7.5,4.52,5.75,15.04,14.31,21.67,19.37,2013-2014,REG,82
Philadelphia 76ers,99.96,110.69,7.07,9.08,11.63,11.99,31.33,35.26,21.95,26.33,9.38,9.04,4.05,6.85,16.52,16.36,22.6,20.71,2013-2014,REG,82
Phoenix Suns,109.67,107.01,9.72,7.07,11.8,11.78,33.06,32.89,19.87,21.17,8.74,7.8,4.75,4.22,15.46,15.33,22.85,22.25,2013-2014,REG,82
Portland Trailblazers,111.65,107.75,9.82,6.83,13.02,12.06,35.54,33.53,24.29,21.42,5.8,8.17,4.94,3.89,13.95,12.15,20.1,21.71,2013-2014,REG,82
Sacramento Kings,106.2,109.28,6.33,8.97,12.76,10.48,34.23,33.1,19.94,24.84,7.56,8.21,4.1,5.92,15.5,13.97,23.83,24.45,2013-2014,REG,82
San Antonio Spurs,110.86,102.81,8.96,6.79,9.78,11.07,35.75,33.39,26.49,21.43,7.75,8.07,5.39,4.85,14.8,13.99,19.18,20.35,2013-2014,REG,82
Toronto Raptors,109.31,105.78,9.38,7.47,12.31,11.24,33.59,32.96,22.86,22.62,7.59,7.84,4.51,4.63,14.46,15.38,24.77,23.88,2013-2014,REG,82
Utah Jazz,103.88,111.62,7.24,7.98,12.05,11.27,33.03,35.17,22.19,23.82,7.6,8.22,4.88,5.34,15.27,13.31,22.65,22.29,2013-2014,REG,82
Washington Wizards,106.19,104.97,8.32,7.88,11.4,10.65,33.1,33.91,24.56,23.49,8.59,8.13,4.85,4.12,14.86,16.27,21.55,20.61,2013-2014,REG,82
Atlanta Hawks,101.57,103.32,12.4,8.53,10.05,10.43,33.12,39.34,18.52,22.59,7.22,8.85,5.02,6.95,14.13,15.17,22.92,24.96,2013-2014,POFF,7
Brooklyn Nets,109.77,111.62,8.91,8.65,11.49,9.61,31.99,34.49,21.07,19.98,7.95,7.11,3.26,4.61,13.41,13.83,25.67,26.03,2013-2014,POFF,12
Charlotte Bobcats,102.79,113.69,8.66,10.62,9.22,5.87,35.2,35.2,22.07,23.46,4.75,8.1,5.03,5.03,15.64,10.62,22.63,22.07,2013-2014,POFF,4
Chicago Bulls,102.74,107.75,7.31,7.06,13.93,12.98,33.79,35.99,23.06,23.24,5.71,9.34,5.02,7.52,14.38,11.62,25.11,25.29,2013-2014,POFF,5
Dallas Mavericks,109.94,112.29,9.16,7.62,12.73,9.64,31.52,35.61,20.81,21.62,7.14,7.78,4.5,3.89,11.8,14,22.05,21.31,2013-2014,POFF,7
Golden State Warriors,111.53,115.31,10.03,9.96,13.77,12.04,30.99,30.76,25.6,24.67,7.34,10.55,4.79,5.35,17.67,14.71,26.5,23.92,2013-2014,POFF,7
Houston Rockets,115.27,115.52,8.41,9.66,17.15,12.59,33.45,31.55,18.87,19.14,6.18,7.59,5.15,9.48,13.21,11.9,26.76,25.69,2013-2014,POFF,6
Indiana Pacers,104.07,105.02,8.31,10.03,9.33,10.57,35.53,34.75,21.35,21.02,8.01,7.76,4.85,5.02,14.41,14.45,23.57,24.48,2013-2014,POFF,19
Los Angeles Clippers,114.12,112.12,9.61,9.13,12.03,12.52,29.78,33.68,25.02,23.67,9.85,6.7,4.6,5.01,13.08,16.8,25.5,25.28,2013-2014,POFF,13
Memphis Grizzlies,101.2,106.88,4.63,8.37,13.45,14.05,31.24,36.32,22.72,19.43,9.42,6.28,2.54,7.92,11.21,15.99,21.82,24.07,2013-2014,POFF,7
Miami Heat,113.54,110.85,10.86,10.45,6.95,10.68,32.75,33.43,21.31,23.33,8.58,6.73,4.5,3.19,13.08,15.09,24.17,22.75,2013-2014,POFF,20
Oklahoma City Thunder,107.1,108.49,7.87,7.94,11.66,12.41,35.59,31.5,20.13,23.88,6.6,8.88,6.49,3.25,15.51,11.8,24.04,23.22,2013-2014,POFF,19
Portland Trailblazers,108.62,114.93,8.24,8.22,12.22,14.08,33.81,34.59,18.28,20.61,6.16,8.13,6.25,4.44,13.92,11.34,23.49,24.2,2013-2014,POFF,11
San Antonio Spurs,114.57,104.54,9.51,8.29,10.16,10.35,35.13,32.97,23.93,19.02,8.76,7.07,3.75,4.03,12.93,14.57,21.36,23.23,2013-2014,POFF,23
Toronto Raptors,107.85,109.27,7.37,7.51,11.38,10.54,35.42,30.99,19.87,20.45,6.25,9.43,3.37,3.99,15.71,12.62,29.01,27,2013-2014,POFF,7
Washington Wizards,101.95,101.55,6.36,7.12,13.23,9.6,37.44,34.37,22.05,21.78,8.41,7.02,6.56,4.95,13.85,13.62,25.13,24.05,2013-2014,POFF,11
Atlanta Hawks,109.28,103.67,10.63,9.37,9.29,12.33,33.94,34.25,27.43,25.14,9.67,7.89,4.93,5.23,14.36,16.44,18.93,20.97,2014-2015,REG,82
Brooklyn Nets,104.81,107.61,7.05,9.05,11.03,12.17,34.26,35.1,22.38,25.28,7.51,8.36,4.43,4.84,14.32,13.92,20.59,21.34,2014-2015,REG,82
Boston Celtics,105.11,105.08,8.35,7.69,11.52,11.32,33.95,35.1,25.42,22.77,8.52,7.39,3.72,5.44,13.77,15.13,21.98,19.56,2014-2015,REG,82
Charlotte Hornets,100.98,104.29,6.51,8.48,10.73,9.53,36.53,37.76,21.63,23.72,6.53,6.56,5.86,5.74,11.98,12.9,19.54,22.32,2014-2015,REG,82
Chicago Bulls,107.91,104.41,8.42,7.01,12.52,12.54,36.45,33.83,23.25,21.58,6.71,8,6.22,5.77,14.1,12.46,19.52,22.6,2014-2015,REG,82
Cleveland Cavaliers,111.32,106.66,10.87,8.36,12.01,11.67,34.38,32.79,23.88,26.03,7.94,8.46,4.48,4.85,14.72,13.74,19.88,22.22,2014-2015,REG,82
Dallas Mavericks,109.52,106.55,9.29,9.41,10.89,12.78,33.11,35.28,23.43,23.24,8.42,7.65,4.71,3.99,13.06,16.15,20.87,23.06,2014-2015,REG,82
Denver Nuggets,104.96,108.7,8.33,7.97,12.77,11.35,33.46,35.32,22.56,23.91,8.09,7.71,4.63,6.38,14.28,14.16,23.74,21.43,2014-2015,REG,82
Detroit Pistons,105.73,106.92,9.2,8.32,13.77,11.49,34.43,35.91,23.18,25.54,8.16,7.5,5.01,5.12,13.58,14.35,20.41,20.76,2014-2015,REG,82
Golden State Warriors,113.58,102.76,11.12,7.43,10.75,12.14,35.44,33.76,28.32,21.56,9.61,8.53,6.26,3.68,14.56,16,20.51,19.34,2014-2015,REG,82
Houston Rockets,108.82,105.09,11.91,7.72,12.22,12.41,33.51,33.43,23.24,22.34,9.91,9.26,5.2,5.57,16.69,16.22,23.02,22.06,2014-2015,REG,82
Indiana Pacers,104.07,104,7.98,7.72,11.18,10.46,36.8,35.34,22.91,21.34,6.59,8.06,4.89,5.04,14.25,13.02,22.72,22.92,2014-2015,REG,82
Los Angeles Clippers,113.09,106.22,10.69,8.84,10.13,11.23,35.04,34.27,26.25,24.63,8.28,7.09,5.29,3.17,12.5,14.4,22.6,22.85,2014-2015,REG,82
Los Angeles Lakers,103.67,110.98,6.83,8.96,12.23,10.6,33.99,35.96,22.02,25.27,7.42,7.85,4.7,5.09,13.29,13.09,22.36,20.42,2014-2015,REG,82
Memphis Grizzlies,107.38,103.86,5.63,8.83,11.4,11.51,35.08,34.85,23.67,22.01,9.32,8.05,4.62,5.64,14.17,15.96,20.87,22.14,2014-2015,REG,82
Miami Heat,103.1,106.03,7.37,8.87,9.9,11.92,32.62,32.83,21.51,23.12,8.51,8.55,4.94,4.74,15.06,15.27,21.8,22.7,2014-2015,REG,82
Milwaukee Bucks,103.24,102.52,7.01,8.68,11.27,12.05,33.12,33.05,24.86,23.5,10.15,9.09,5.19,5.03,16.85,17.45,23.34,21.16,2014-2015,REG,82
Minnesota Timberwolves,102.99,112.52,5.22,8.98,12.22,12.27,30.91,33.73,22.76,24.89,8.58,8.84,4.2,5.8,15.06,15.47,20.19,22.55,2014-2015,REG,82
New Orleans Pelicans,109.95,109,7.91,7.24,12.71,11.73,35.39,34.21,24.37,22.91,7.46,7.49,6.88,6.41,13.94,13.04,20.65,20.67,2014-2015,REG,82
New York Knicks,99.07,108.87,7.37,9.11,11.44,11.79,32.16,34.97,22.85,23.34,7.52,8.6,5,4.64,14.75,14.33,23.17,20.56,2014-2015,REG,82
Oklahoma City Thunder,109.17,107.07,8.09,8.74,13.49,11.77,36.42,33.18,21.53,23.29,7.67,8.26,5.8,4.82,14.75,13.6,23.43,21.49,2014-2015,REG,82
Orlando Magic,103.36,109.57,7.3,8.99,10.83,10.87,34.34,36.09,22.29,25.31,8.52,8.37,4.14,5.81,15.48,15.02,22.58,19.33,2014-2015,REG,82
Philadelphia 76ers,95.73,105.04,8.8,8.35,12.41,11.91,32.17,36.19,21.38,24.65,10.02,9.92,6.17,5.74,17.6,16.61,22.54,21.02,2014-2015,REG,82
Phoenix Suns,105.46,106.58,8.77,7.96,11.27,11.97,33.2,34.8,20.84,21.82,8.79,8.19,4.84,4.24,14.97,15.43,21.9,20.94,2014-2015,REG,82
Portland Trailblazers,108.72,104.19,10.41,6.76,11.34,11.63,37.16,35.5,23.2,21.52,6.79,8.44,4.79,3.83,14.02,12.3,19.27,19.78,2014-2015,REG,82
Sacramento Kings,108.34,112.12,6.01,9.35,11.67,11.7,35.57,32.27,21.73,24.89,7.17,9.27,4.22,6.61,16.69,13.37,22.11,25.49,2014-2015,REG,82
San Antonio Spurs,108.87,102.58,8.71,7.2,10.37,10.47,35.68,34.09,25.73,21.91,8.45,8.37,5.7,4.67,14.22,14.3,20.12,20.81,2014-2015,REG,82
Toronto Raptors,114.36,110.94,9.74,8.49,11.82,12.36,33.88,34.31,22.81,25.07,8.25,7.6,4.79,5.54,13.41,15.12,22.96,22.36,2014-2015,REG,82
Utah Jazz,105.43,105.24,8.25,8.18,13.32,10.96,35.35,32.51,22.06,21.57,8.47,9.12,6.59,5.14,15.79,13.93,21.39,21.65,2014-2015,REG,82
Washington Wizards,104.39,103.64,6.42,8.49,11.15,10.61,36.19,33.58,25.44,21.13,7.77,8.46,4.87,4.52,15.23,14.11,22.05,20.8,2014-2015,REG,82
Atlanta Hawks,149.62,150.62,13.84,14.48,14.98,17.64,51.72,54.65,36.36,32.6,12.98,10.36,7.54,6.52,18.51,20.33,30.06,29.43,2014-2015,POFF,16
Brooklyn Nets,102.12,107.19,9.01,11.75,10.07,10.53,37.1,37.54,22.97,27.02,7.95,10.53,3.53,4.91,14.84,13.16,20.14,19.47,2014-2015,POFF,6
Boston Celtics,101.07,111.53,5.87,10.46,10.67,12.87,32.8,37.53,21.33,17.96,5.6,8.31,4,8.31,14.4,13.14,28.53,24.93,2014-2015,POFF,4
Chicago Bulls,105.88,102.02,10.11,8.36,12.87,12.86,37.22,35.17,24.45,21.67,7.9,8.91,7.26,7.81,13.79,13.04,20.77,22.41,2014-2015,POFF,12
Cleveland Cavaliers,119.49,114.8,11.77,9.55,14.79,12.21,42.06,37.95,21.73,24.35,7.6,8.16,7.67,5.68,14.12,13.23,25.23,27.19,2014-2015,POFF,20
Dallas Mavericks,108.27,113.07,7.48,9.11,13.39,11.09,33.27,34.46,20.87,23.17,6.89,7.72,4.53,5.15,13.39,13.66,26.77,24.36,2014-2015,POFF,5
Golden State Warriors,102.44,96.3,11.42,6.9,11.27,11.31,33.52,32.72,24.39,20.16,7.93,8.6,5.74,4.7,14.17,13.16,22.15,21.01,2014-2015,POFF,21
Houston Rockets,102.99,102.79,9.13,8.91,10.3,10.89,32.9,31.96,20.9,22.29,7.9,8.03,5.21,5.01,13.82,12.81,22.19,25.38,2014-2015,POFF,17
Los Angeles Clippers,109.19,108.44,8.47,10.19,9.77,11.86,35.46,36.32,22.79,23.58,8.68,7.35,5.93,5.02,12.59,13.76,25.11,25.55,2014-2015,POFF,14
Memphis Grizzlies,103.48,103.94,4.77,11.22,11.52,10.53,35.95,36.71,22.24,21.85,9.43,6.3,4.47,6.1,11.42,15.45,21.15,22.05,2014-2015,POFF,11
Milwaukee Bucks,93.16,105.59,5.79,11.69,12.81,11.87,33.16,40.49,21.4,27.4,11.4,8.03,7.02,7.33,13.51,17.1,22.28,19.72,2014-2015,POFF,6
New Orleans Pelicans,105.22,113.28,7.05,12.24,11.49,14.58,32.64,33.85,24.28,26.82,7.83,7.55,6.01,6.51,13.58,12.5,24.8,20.57,2014-2015,POFF,4
Portland Trailblazers,101.96,111.04,10,5.08,10.87,10.6,37.17,38.63,18.04,20.75,3.7,7.95,5.65,6.84,12.17,8.39,22.39,22.08,2014-2015,POFF,5
San Antonio Spurs,109.2,108.26,10.11,7.36,12.37,9.91,36.65,37.24,25.49,22.07,6.49,7.81,4.98,6.46,12.52,12.16,26.24,21.92,2014-2015,POFF,7
Toronto Raptors,100,114.84,7.79,11.2,9.09,11.46,30.91,38.8,20.26,27.34,7.79,6.77,2.34,6.77,12.21,14.06,25.97,21.35,2014-2015,POFF,4
Washington Wizards,151.8,145.29,14.11,12.26,17.42,15.7,53.45,47.38,34.69,34.23,10.66,11.96,7.96,7.18,20.27,19.28,30.03,32.74,2014-2015,POFF,10
Atlanta Hawks,105.53,102.15,10.19,8.52,8.49,11.85,34.72,36.03,26.3,22.68,9.37,8.89,6.11,5.13,14.92,15.94,19.66,18.84,2015-2016,REG,82
Brooklyn Nets,103.63,111.11,6.8,9.91,11.07,10.74,33.49,34.76,23.43,25.64,8.03,9.2,4.24,5.5,15.04,14.19,18.91,19.3,2015-2016,REG,82
Boston Celtics,107.13,104.04,8.86,7.96,11.74,11.55,33.77,35.14,24.48,21.23,9.29,7.7,4.3,5.57,13.64,16.03,22.2,21.26,2015-2016,REG,82
Charlotte Hornets,107.86,105.21,11.11,9.25,9.34,9.25,36.51,37.42,22.62,24.23,7.58,7.07,5.57,5.71,12.4,13.65,18.92,21.28,2015-2016,REG,82
Chicago Bulls,105.29,106.94,8.22,8.23,11.46,12.26,36.5,35.37,23.62,23.37,6.25,8.3,5.94,5.88,13.81,11.7,19.52,19.41,2015-2016,REG,82
Cleveland Cavaliers,111.52,105.01,11.47,8.43,11.38,9.9,36.2,33.92,24.26,22.87,7.18,7.68,4.13,4.72,13.77,13.74,21.72,22.01,2015-2016,REG,82
Dallas Mavericks,106.98,107.28,10.28,9.48,9.6,11.07,35.47,36.8,23.12,22.95,7.14,7.87,3.88,4.63,12.89,14.01,20.34,22.41,2015-2016,REG,82
Denver Nuggets,106.14,109.32,8.33,9.58,11.94,10.17,34.53,34.29,23.6,24.43,7.74,8.38,5.02,6.57,14.76,13.66,21.89,21.74,2015-2016,REG,82
Detroit Pistons,106.82,106.17,9.46,7.61,13.05,9.26,35.48,35.31,20.37,22.56,7.32,7.44,3.88,4.69,13.57,13.53,19.89,22.65,2015-2016,REG,82
Golden State Warriors,115.14,103.97,13.16,7.79,9.97,11.4,36.3,32.4,29,22.2,8.41,8.65,6.06,4.08,14.9,13.77,20.79,19.81,2015-2016,REG,82
Houston Rockets,108.86,108.59,10.94,9.91,11.59,12.09,32.41,33.5,22.69,25.09,10.23,9.14,5.36,5.03,15.57,16.1,22.3,23,2015-2016,REG,82
Indiana Pacers,105,103.26,8.31,8.51,10.62,11.01,34.85,34.78,21.82,21.4,9.29,7.95,4.91,4.58,14.74,15.63,20.57,21.01,2015-2016,REG,82
Los Angeles Clippers,108.58,104.22,10.1,8.18,9.16,12.28,34.54,36.28,23.73,22.07,8.98,7.37,5.83,3.29,12.87,15.27,22.12,23.36,2015-2016,REG,82
Los Angeles Lakers,101.88,112.01,8.16,8.95,11.24,11.46,33.76,37.24,18.86,25.84,7.57,7.9,4.3,5.84,13.63,12.68,21.21,20.1,2015-2016,REG,82
Memphis Grizzlies,106.03,108.25,6.58,10.38,11.95,10.81,32.58,35.31,22.14,23.34,9.46,7.52,4.57,6.11,13.6,16.52,23.27,22.56,2015-2016,REG,82
Miami Heat,106.85,104.9,6.49,7.87,10.51,10.44,36.62,33.54,22.26,21.54,7.2,7.96,6.92,4.38,14.13,13.07,19.57,20.91,2015-2016,REG,82
Milwaukee Bucks,104.95,109.13,5.69,9.86,11.11,12.13,33.06,33.26,24.49,25.95,8.67,8.77,6.15,5.94,15.52,15.59,21.91,20.63,2015-2016,REG,82
Minnesota Timberwolves,106.91,110.35,5.79,9.43,10.45,11.18,32.93,32.48,24.39,23.59,8.35,8.12,4.77,5.41,15,14.82,21.59,22.46,2015-2016,REG,82
